Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Xã Nhơn Đức, Huyện Nhà Bè",21.030750537429665,"Nhà hẻm, ngõ",25.0,4.0,3.0,3.0,,,Sổ hồng,4c52cd0b-d3f8-4a94-bd3a-9e182b7e3541,54400000.0
"Xã Lê Minh Xuân, Huyện Bình Chánh",23.667704816165482,Nhà mặt tiền,600.0,4.0,3.0,1.0,Tây,Bắc,Sổ hồng,438df2d7-a289-4a33-bc7a-b7a3ef19e659,31666666.666666668
"Phường 12, Quận Tân Bình",22.909317113796863,Nhà mặt tiền,57.0,4.0,3.0,3.0,,,Sổ hồng,3e4f0f78-9149-4c4d-8e2b-6a6c82d14003,156140350.87719297
"Phường Tây Thạnh, Quận Tân Phú",21.09482939406855,"Nhà hẻm, ngõ",25.0,4.0,3.0,2.0,Đông,Đông,Sổ hồng,f3e0d517-1498-4101-9853-30b4b68b24fe,58000000.0
"Phường 14, Quận 11",23.404287365729196,"Nhà hẻm, ngõ",95.4,4.0,3.0,3.0,,,Sổ hồng,f140bfe5-d2b4-4992-9af0-d5065203d701,153039832.2851153
"Phường 15, Quận Tân Bình",22.667746393335193,"Nhà hẻm, ngõ",81.6,4.0,3.0,1.0,,,Sổ hồng,3c1c117f-7f63-419f-8784-1da1508d153d,85661764.70588236
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.961640068279536,"Nhà hẻm, ngõ",68.0,4.0,3.0,4.0,,,Sổ hồng,d34ab472-a440-40e0-9380-5d86c1e30bbc,50735294.11764706
"Phường Tân Quy, Quận 7",23.981362375006356,Nhà mặt tiền,200.0,4.0,3.0,1.0,,,Sổ hồng,57b46e7e-7b7b-4a53-917c-8f0c95f71be6,130000000.0
"Phường 5, Quận Tân Bình",21.770584831577846,"Nhà hẻm, ngõ",48.0,4.0,3.0,1.0,,,Sổ hồng,16f62a17-b1e8-40c5-b55c-12687eed1d66,59375000.0
"Phường Hiệp Thành, Quận 12",22.390972657693165,Nhà mặt tiền,100.0,4.0,3.0,1.0,Tây Bắc,Tây Bắc,Sổ hồng,1238b2f2-a74b-46f5-b5cb-18542169c11a,53000000.0
"Phường Tân Thới Hòa, Quận Tân Phú",22.704267305950925,"Nhà hẻm, ngõ",80.7,4.0,3.0,3.0,Tây Nam,Tây Nam,Sổ hồng,ad3e87c2-8434-409d-8928-eeb599a1e8a3,89838909.54151177
"Phường 8, Quận Tân Bình",22.683360621134526,Nhà mặt tiền,45.0,4.0,3.0,1.0,,,Sổ hồng,e7ac45a6-5a25-4efa-88d1-51eec8cdd745,157777777.7777778
"Phường Bình Hưng Hòa, Quận Bình Tân",21.821878125947855,"Nhà hẻm, ngõ",42.0,4.0,3.0,1.0,Bắc,Bắc,Sổ hồng,c0bfad0c-5cab-4d0f-b786-5341c14c7f9b,71428571.42857143
"Phường Tân Sơn Nhì, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",40.0,4.0,3.0,2.0,,,Sổ hồng,0d23f3f2-3593-4045-a12c-46711fc04ebd,137500000.0
"Phường 2, Quận Tân Bình",23.19980423714793,Nhà mặt tiền,50.0,4.0,3.0,1.0,,,Sổ hồng,27cfceae-ecd6-47bc-a15d-88afdaf6f7e6,238000000.0
"Xã Tân An Hội, Huyện Củ Chi",21.12873094572124,Đất thổ cư,117.5,0.0,0.0,1.0,,,Giấy tờ hợp lệ,fcd0c6d1-952e-47d5-b854-be7fcdaaabcc,12765957.446808511
"Phường 3, Quận 8",21.590366325049963,"Nhà hẻm, ngõ",37.0,4.0,3.0,3.0,,,Sổ hồng,023decfb-b967-4217-8791-677015287ca6,64324324.324324325
"Phường Phú Thạnh, Quận Tân Phú",23.585466717933024,Nhà mặt tiền,145.0,4.0,3.0,1.0,,,Sổ hồng,a1801b6c-e775-433d-86e6-dcd858f9fd8d,120689655.1724138
"Xã Tân Hiệp, Huyện Hóc Môn",22.909317113796863,Đất thổ cư,575.0,0.0,0.0,1.0,,,Sổ hồng,5ba29c69-a0f3-4f94-b2f5-b27c9320b945,15478260.869565217
"Phường 3, Quận 3",22.017993004814784,"Nhà hẻm, ngõ",76.0,4.0,3.0,1.0,,,Sổ hồng,ce026465-3ffe-4df5-9945-dce97dbe89dc,48026315.78947368
"Phường 13, Quận 3",24.49602677506404,"Nhà hẻm, ngõ",202.0,4.0,3.0,3.0,,,Sổ hồng,e7dce70c-8ee8-4c6f-b55c-453473b9c89f,215346534.65346536
"Phường 6, Quận Bình Thạnh",22.17018482011803,"Nhà hẻm, ngõ",25.5,4.0,3.0,2.0,,,Sổ hồng,b189d2a8-1292-446e-b1f8-df50b576089b,166666666.66666666
"Phường An Phú, TP. Thủ Đức - Quận 2",23.585466717933024,Nhà mặt tiền,80.0,4.0,3.0,1.0,Tây,,Sổ hồng,12cdf9fa-2dd9-45a3-af7b-fc30791aff9a,218750000.0
"Phường Hiệp Tân, Quận Tân Phú",24.05547034715733,Nhà mặt tiền,150.0,4.0,3.0,1.0,Đông Nam,Đông Nam,Sổ hồng,bdb3b0df-a15f-4811-aa65-80263cb1eadb,186666666.66666666
"Xã Bình Hưng, Huyện Bình Chánh",21.02337043013749,Đất thổ cư,80.0,0.0,0.0,1.0,Tây Bắc,,Sổ hồng,9b5cbb05-cf3d-40fd-adab-7004607e1d27,16875000.0
"Phường 21, Quận Bình Thạnh",23.55647918106145,"Nhà hẻm, ngõ",96.9,4.0,3.0,1.0,Tây Nam,Tây Nam,Sổ đỏ,ceedb5dc-50ae-4c88-8f9c-f23eaf6e9c82,175438596.49122807
"Phường 4, Quận 3",24.36085199669911,Nhà mặt tiền,72.0,4.0,3.0,5.0,,,Sổ hồng,1f53cced-8143-49e3-aab7-716c19485735,527777777.7777778
"Phường Tân Kiểng, Quận 7",24.107656100326082,Nhà mặt tiền,108.0,4.0,3.0,1.0,,,Sổ hồng,e666bcd6-505a-4c14-935d-d8842531c677,273148148.1481481
"Phường Tân Định, Quận 1",22.86333200056033,"Nhà hẻm, ngõ",54.0,4.0,3.0,1.0,,,Sổ hồng,9adbdd38-b516-4669-b472-e354e38e4ce2,157407407.4074074
"Phường 3, Quận 11",21.17434145694357,"Nhà hẻm, ngõ",12.0,4.0,3.0,1.0,,,Giấy tờ khác,f484e9a4-5595-4ada-8fe1-109c4ddec7c0,130833333.33333333
"Phường 17, Quận Gò Vấp",22.515025306341133,Đất thổ cư,70.0,0.0,0.0,1.0,,,Sổ hồng,6557a0b2-0479-4f02-b400-115fb7354118,85714285.71428572
"Phường 4, Quận 11",22.683360621134526,"Nhà hẻm, ngõ",80.0,4.0,3.0,3.0,,,Sổ hồng,2365910f-efd4-4bae-84de-7ab78f4ae5c6,88750000.0
"Phường 12, Quận Gò Vấp",22.096981416112605,"Nhà hẻm, ngõ",44.0,4.0,3.0,1.0,,,Sổ hồng,27cf9840-9ba6-43bf-9725-88bbd2c39aff,89772727.27272727
"Phường 14, Quận 10",23.83678114620123,Nhà mặt tiền,80.0,4.0,3.0,2.0,,,Sổ hồng,f66c8e47-45d8-46e6-8104-001116efd08c,281250000.0
"Phường 4, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",48.0,4.0,3.0,1.0,,,Sổ hồng,903c6c69-cc4c-4af7-b19a-e619b353257f,45833333.333333336
"Phường 8, Quận Gò Vấp",22.662007496666998,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,0e376581-7c40-4c20-ada2-72e34911cfa3,115833333.33333333
"Phường 4, Quận 3",24.48446595266323,Nhà mặt tiền,152.0,4.0,3.0,3.0,,,Sổ hồng,4f6ba7d9-0417-40a3-86ee-02785d5dd525,282894736.84210527
"Phường Bến Thành, Quận 1",24.29279853345595,Nhà mặt tiền,6.0,4.0,3.0,4.0,,,Sổ hồng,1332e49b-0238-47c4-8a9d-fc33af0d60b8,5916666666.666667
"Phường Phú Trung, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",65.8,4.0,3.0,1.0,,,Sổ hồng,cabba8d5-8276-4916-adbe-123fed8f137e,83586626.13981764
"Xã Phong Phú, Huyện Bình Chánh",23.61363759489813,Đất thổ cư,2.3,0.0,0.0,1.0,,,Sổ hồng,2a8d8b1b-5ec8-43c5-9634-8b41e8606c98,7826086956.52174
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",23.102811971169178,Nhà mặt tiền,81.0,4.0,3.0,1.0,,,Sổ hồng,589a06cc-d6db-4928-a600-13095119b597,133333333.33333333
"Phường 10, Quận Gò Vấp",22.193441682276887,"Nhà hẻm, ngõ",36.0,4.0,3.0,2.0,Đông Nam,Đông Nam,Sổ hồng,96a4b6e7-ca2f-46e1-8c58-8fd49f451cd0,120833333.33333333
"Phường Tân Thành, Quận Tân Phú",23.355154677155,Nhà mặt tiền,100.0,4.0,3.0,1.0,,,Sổ hồng,985c6136-b481-4b59-8091-e6ba66f2b8c5,139000000.0
"Phường 25, Quận Bình Thạnh",22.428013929366653,"Nhà hẻm, ngõ",40.0,4.0,3.0,4.0,,,Sổ hồng,549084cf-f419-4184-9bd1-bc687fb2e4ae,137500000.0
"Phường 14, Quận 10",22.802707378751247,Nhà mặt tiền,56.0,4.0,3.0,1.0,,,Sổ hồng,4c3cf4e0-e462-4494-be71-9a4189f073ff,142857142.85714287
"Phường 15, Quận Tân Bình",21.770584831577846,"Nhà hẻm, ngõ",45.5,4.0,3.0,1.0,,,Giấy tờ hợp lệ,98f04fd9-524a-4af0-82de-9e095ea54a37,62637362.63736264
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",22.017993004814784,"Nhà hẻm, ngõ",60.9,4.0,3.0,3.0,,,Sổ hồng,891fda81-4379-4f19-93eb-54eaa48bba0a,59934318.55500821
"Phường An Phú, TP. Thủ Đức - Quận 2",24.48446595266323,Nhà mặt tiền,200.0,4.0,3.0,4.0,Tây Nam,,Sổ hồng,b9345042-444e-4788-ba2a-f8016ba48d54,215000000.0
"Phường 13, Quận Bình Thạnh",23.61363759489813,"Nhà hẻm, ngõ",170.0,4.0,3.0,2.0,,,Sổ hồng,d7983868-8959-4e99-b4a4-b0b8e95ecf4b,105882352.94117647
"Phường 7, Quận Gò Vấp",23.397414486441907,"Nhà hẻm, ngõ",96.0,4.0,3.0,1.0,,,Sổ hồng,9ea91c4b-058e-4f18-8ced-2a7a12a0c6ee,151041666.66666666
"Phường An Phú, TP. Thủ Đức - Quận 2",24.090561666967368,Nhà mặt tiền,150.0,4.0,3.0,1.0,,,Sổ hồng,4a5ed7af-5cd0-4978-a258-06831cf295c5,193333333.33333334
"Phường 15, Quận 10",22.26013305676073,"Nhà hẻm, ngõ",30.0,4.0,3.0,2.0,,,Sổ hồng,9da37e60-7479-4f64-9ab4-62461c17641b,155000000.0
"Phường Phú Thuận, Quận 7",21.12204195757492,"Nhà hẻm, ngõ",58.0,4.0,3.0,1.0,,,Sổ hồng,3abd2923-7d4e-47d5-8849-60680de5c6b8,25689655.172413792
"Xã Bà Điểm, Huyện Hóc Môn",22.73816885762201,Nhà mặt tiền,125.0,4.0,3.0,3.0,,,Sổ hồng,e5e71503-c385-48da-b31a-3057bd0fee64,60000000.0
"Phường Phú Trung, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",60.3,4.0,3.0,2.0,Đông Nam,Đông Nam,Sổ hồng,0af76a85-f818-4c40-869b-3c7eb474c78f,91210613.5986733
"Phường 10, Quận Gò Vấp",22.4811237546712,"Nhà hẻm, ngõ",36.0,4.0,3.0,3.0,,,Sổ hồng,6773132e-b190-4502-b9c7-e5327d3011fd,161111111.1111111
"Phường Hiệp Thành, Quận 12",22.15835036247383,"Nhà hẻm, ngõ",91.0,4.0,3.0,1.0,,,Sổ hồng,a5eddc37-1464-4e9c-86a6-324b6a5abf64,46153846.15384615
"Phường Tân Quý, Quận Tân Phú",22.802707378751247,"Nhà hẻm, ngõ",64.0,4.0,3.0,4.0,Tây,,Sổ hồng,08bc4c9e-6546-4409-a517-5a9178aeb2ed,125000000.0
"Phường Phú Trung, Quận Tân Phú",22.33270374958051,"Nhà hẻm, ngõ",57.0,4.0,3.0,1.0,,,Sổ hồng,64acd32f-441b-4ff2-8e32-de47eeb1ff9d,87719298.24561404
"Xã Phú Xuân, Huyện Nhà Bè",22.942469321110103,"Nhà hẻm, ngõ",157.0,4.0,3.0,2.0,,,Sổ hồng,e871c0bd-a87f-4e6f-8c79-81c2884942fc,58598726.11464968
"Phường 13, Quận Tân Bình",22.98502893552437,"Nhà hẻm, ngõ",50.0,4.0,3.0,4.0,,,Sổ hồng,813ee354-c6f5-407c-a3be-c65ada99d1c4,192000000.0
"Phường 11, Quận Phú Nhuận",23.32595552246487,"Nhà hẻm, ngõ",90.0,4.0,3.0,4.0,Tây Bắc,Tây Bắc,Sổ hồng,41741821-98c4-434f-80a6-ca9c6311403b,150000000.0
"Phường 12, Quận Tân Bình",23.942141661854613,"Nhà hẻm, ngõ",162.0,4.0,3.0,1.0,,,Sổ hồng,a3888408-b3ac-4bb6-b066-e615fcd6e358,154320987.65432099
"Phường Tân Thành, Quận Tân Phú",22.59506801400185,Nhà mặt tiền,40.0,4.0,3.0,1.0,,,Sổ hồng,5bc04cdf-1744-4672-8e76-c239c76258aa,162500000.0
"Phường Tây Thạnh, Quận Tân Phú",21.333031409110784,"Nhà hẻm, ngõ",25.0,4.0,3.0,1.0,,,Sổ hồng,b4578cb9-206c-4420-8814-a460b1fb5541,73600000.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",21.821878125947855,"Nhà hẻm, ngõ",70.0,4.0,3.0,1.0,,,Sổ hồng,f7580dba-b8dd-4369-83cc-484ae5ecaff9,42857142.85714286
"Xã Phước Kiển, Huyện Nhà Bè",22.64018844927553,"Đất dự án, Khu dân cư",102.6,0.0,0.0,1.0,,,Sổ đỏ,915217d8-9871-4041-bc25-a87b3e6c3329,66276803.11890838
"Phường 6, Quận 4",22.428013929366653,"Nhà hẻm, ngõ",92.0,4.0,3.0,1.0,,,Sổ hồng,e78f49ea-c3d7-40ab-8258-3884c1a23dc5,59782608.69565217
"Phường 6, Quận 5",23.12116110983569,"Nhà hẻm, ngõ",76.0,4.0,3.0,1.0,,,Sổ hồng,c62bf043-a920-47c1-969e-4123e9c33915,144736842.10526314
"Phường Thới An, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",46.5,4.0,3.0,1.0,,,Sổ hồng,efa123a5-585a-41d8-9c12-9d089d83916d,38494623.65591398
"Phường An Khánh, TP. Thủ Đức - Quận 2",23.81430829035018,Nhà mặt tiền,80.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,9cd76821-f8fa-4a20-8c8d-13f911fd6ecc,275000000.0
"Phường An Lạc, Quận Bình Tân",21.74211315750667,Đất thổ cư,47.0,0.0,0.0,1.0,,,Sổ hồng,a05f834c-ca99-4287-a71a-a9d1393f07be,58936170.212765954
"Phường Phú Thọ Hòa, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",44.0,4.0,3.0,3.0,,,Sổ hồng,58729e22-ffae-4dcf-82da-442c81c30ff4,35227272.72727273
"Phường 14, Quận Tân Bình",22.667746393335193,"Nhà hẻm, ngõ",39.0,4.0,3.0,4.0,,,Sổ hồng,d2c58f82-867a-4c85-9404-2eb92936d47a,179230769.23076922
"Phường 4, Quận Tân Bình",23.191365368502776,"Nhà hẻm, ngõ",72.0,4.0,3.0,2.0,,,Sổ hồng,eee3a07c-8e36-47c5-b1ea-25d3418087a2,163888888.8888889
"Phường 12, Quận Tân Bình",24.36085199669911,Nhà mặt tiền,170.0,4.0,3.0,7.0,,,Sổ hồng,db07bd84-d446-4aa7-9530-708b549cf89f,223529411.7647059
"Phường An Lạc A, Quận Bình Tân",22.428013929366653,"Nhà hẻm, ngõ",32.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,3e45d2e6-6730-42c7-99a9-e1baee2f75e8,171875000.0
"Phường 17, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",46.0,4.0,3.0,1.0,,,Sổ hồng,bb6be171-5230-468b-97fb-f221749068c9,47826086.95652174
"Phường Phú Trung, Quận Tân Phú",22.98502893552437,Đất thổ cư,94.0,0.0,0.0,1.0,,,Sổ hồng,8ce418e3-5268-45a0-8aec-91e9b656c1fe,102127659.57446809
"Phường 2, Quận Tân Bình",22.10705706809881,"Nhà hẻm, ngõ",54.0,4.0,3.0,3.0,,,Sổ hồng,16cde383-b5d8-4ea4-a37e-a4f6aed7925d,73888888.8888889
"Phường 17, Quận Gò Vấp",23.12116110983569,Nhà mặt tiền,135.0,4.0,3.0,5.0,,,Sổ hồng,ee1e79e8-de2c-4110-8cb5-3af81cd57da6,81481481.48148148
"Phường 3, Quận 3",21.8384074278936,"Nhà hẻm, ngõ",60.0,4.0,3.0,1.0,,,Sổ hồng,d5ee2db4-4f2b-4edf-855e-cede90b89ce3,50833333.333333336
"Phường Tân Sơn Nhì, Quận Tân Phú",21.944095758633754,"Nhà hẻm, ngõ",72.0,4.0,3.0,2.0,,,Sổ hồng,c9b30cb0-0f32-4dbb-8008-438df0ec903e,47083333.333333336
"Phường 1, Quận 5",23.232865099406084,Nhà mặt tiền,36.0,4.0,3.0,1.0,,,Sổ hồng,1db2eda4-dc33-44d0-851b-8757b6eae191,341666666.6666667
"Phường An Phú, TP. Thủ Đức - Quận 2",23.901319667336022,Nhà mặt tiền,100.0,4.0,3.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,4fbb0002-0bc3-4d75-84c4-8d257fe6a93e,240000000.0
"Phường Bình Trị Đông A, Quận Bình Tân",21.88014703405296,"Nhà hẻm, ngõ",26.6,4.0,3.0,2.0,,,Sổ hồng,097c7d97-6df2-4bc0-a562-645df8442ae0,119548872.18045112
"Xã Vĩnh Lộc A, Huyện Bình Chánh",21.052569584808435,"Nhà hẻm, ngõ",84.0,4.0,3.0,1.0,Tây,,Giấy tờ hợp lệ,47d56b9e-8653-4578-a590-f19c3cf97d92,16547619.047619049
"Phường Long Bình, TP. Thủ Đức - Quận 9",22.52332410915445,"Nhà hẻm, ngõ",300.0,4.0,3.0,1.0,Đông Nam,Đông Nam,Sổ hồng,b3a19d88-b4ff-4ba0-8f02-3911aca44b0e,20166666.666666668
"Phường 7, Quận Phú Nhuận",22.05826690394191,"Nhà hẻm, ngõ",44.0,4.0,3.0,1.0,,,Sổ hồng,b4850e1d-4926-4bfc-a629-5bc61412a557,86363636.36363636
"Phường 24, Quận Bình Thạnh",22.909317113796863,"Nhà hẻm, ngõ",55.0,4.0,3.0,1.0,,,Sổ hồng,2846aaf3-b02c-4df1-b51e-194b11ec3361,161818181.8181818
"Phường 7, Quận Phú Nhuận",22.56381547050263,"Nhà hẻm, ngõ",30.0,4.0,3.0,1.0,,,Sổ đỏ,e4bdf039-9520-4228-9de5-354b9ab96e94,210000000.0
"Phường 2, Quận 5",23.208172486817745,Nhà mặt tiền,40.0,4.0,3.0,5.0,Đông,,Sổ hồng,ac4355b6-fbb4-4058-8391-0160bb89124f,300000000.0
"Phường Bình Trị Đông A, Quận Bình Tân",21.354537614320183,"Nhà hẻm, ngõ",35.0,4.0,3.0,1.0,Tây,Tây,Sổ hồng,c6c7ae25-a1a4-44dc-bf1c-1bd698a04f30,53714285.71428572
"Phường Tân Kiểng, Quận 7",23.42462704996494,Nhà mặt tiền,68.0,4.0,3.0,4.0,,,Sổ hồng,db19a7d3-00eb-456f-bcfa-6b1dda779b33,219117647.05882353
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",22.312501042267073,Đất thổ cư,100.0,0.0,0.0,1.0,,,Sổ hồng,cbd2b2fe-80b7-4809-a4dd-a4dcb441d746,49000000.0
"Phường Sơn Kỳ, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",38.9,4.0,3.0,1.0,,,Sổ hồng,584e508b-7604-4888-bdb8-ac5c3a1056d8,39845758.35475579
"Phường 4, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",35.0,4.0,3.0,3.0,,,Sổ hồng,b89e0d90-20a7-4922-8f49-2c2e33cc6f98,44285714.28571428
"Phường 11, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",18.0,4.0,3.0,1.0,,,Sổ đỏ,3ad949dc-b248-47a8-a2f0-2dab1d82dad8,110555555.55555555
"Phường An Lạc A, Quận Bình Tân",22.982943429033565,"Nhà hẻm, ngõ",128.0,4.0,3.0,5.0,,,Sổ hồng,05b1def2-107b-4457-9812-14d51750f5bb,74843750.0
"Phường Bình Hưng Hòa B, Quận Bình Tân",21.690249683516313,"Nhà hẻm, ngõ",40.0,4.0,3.0,1.0,,,Sổ hồng,0c107294-6144-44d0-8c52-52a02c0d1647,65750000.0
"Phường 14, Quận Tân Bình",21.556174960316298,"Nhà hẻm, ngõ",27.0,4.0,3.0,1.0,,,Sổ hồng,3393a2dd-a0c3-4420-8d3b-f6747d068225,85185185.18518518
"Phường 2, Quận Tân Bình",22.4811237546712,"Nhà hẻm, ngõ",60.0,4.0,3.0,4.0,,,Sổ hồng,f43a5fac-b078-4a2f-83aa-01de38df49a6,96666666.66666667
"Phường Tân Quy, Quận 7",23.55647918106145,Nhà mặt tiền,110.0,4.0,3.0,1.0,,,Sổ hồng,712b98fc-eec5-4c08-a9e3-70c419d70d31,154545454.54545453
"Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức",23.81430829035018,Nhà mặt tiền,344.0,4.0,3.0,1.0,Đông,,Sổ hồng,5715bea5-1035-4022-b874-0c17156ccccf,63953488.37209302
"Phường Thạnh Xuân, Quận 12",22.802707378751247,Đất thổ cư,287.0,0.0,0.0,1.0,,,Sổ hồng,f0a9ed5f-38cf-4949-afae-c1a99a07f121,27874564.459930312
"Phường Tam Bình, TP. Thủ Đức - Quận Thủ Đức",21.716517610327063,Nhà mặt tiền,86.6,4.0,3.0,1.0,,,Sổ hồng,2bd4ed07-c112-4ce5-bbd9-4b16dee1d615,31177829.09930716
"Phường 8, Quận Phú Nhuận",23.102811971169178,"Nhà hẻm, ngõ",45.0,4.0,3.0,6.0,,,Sổ hồng,67afac00-ea24-40b0-85d9-bc0537b89296,240000000.0
"Phường 8, Quận Phú Nhuận",23.526626217913552,"Nhà hẻm, ngõ",99.5,4.0,3.0,1.0,Tây Nam,,Sổ hồng,eace78f6-7372-424f-8cc3-1d802449adf8,165829145.7286432
"Phường 10, Quận Gò Vấp",21.787976574283668,"Nhà hẻm, ngõ",48.6,4.0,3.0,2.0,,,Sổ hồng,1bbc6561-96e6-4cdc-b8c6-aa1bbba5e415,59670781.89300411
"Phường 16, Quận Gò Vấp",22.463732011962353,"Nhà hẻm, ngõ",59.0,4.0,3.0,3.0,Đông,,Sổ hồng,d46d3549-9692-484e-9200-1c4ad6a7a86c,96610169.49152543
"Phường Tân Sơn Nhì, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",52.0,4.0,3.0,1.0,,,Sổ hồng,0305ec61-4445-4223-a0f0-be4101337e6e,29807692.307692308
"Phường Bình Trị Đông A, Quận Bình Tân",22.15357708372231,"Nhà hẻm, ngõ",50.0,4.0,3.0,1.0,,,Sổ hồng,e9fd8d75-db7d-40cb-887e-f7003874ac67,83599999.99999999
"Phường Phú Thuận, Quận 7",22.625373363492585,Nhà mặt tiền,56.0,4.0,3.0,2.0,Bắc,,Sổ hồng,3bb5a99d-94bd-4db8-a166-d443fb074aff,119642857.14285715
"Phường 1, Quận 11",22.547815129158746,"Nhà hẻm, ngõ",61.3,4.0,3.0,1.0,,,Sổ đỏ,ce0fcc94-22b5-4608-8efc-b148e8bd0227,101141924.95921697
"Phường 12, Quận 10",23.641036569084743,Nhà mặt tiền,72.0,4.0,3.0,4.0,Đông Bắc,Đông Bắc,Sổ hồng,f53a32c0-aaea-41ae-9374-df9c465d972e,256944444.44444445
"Phường 1, Quận 10",24.249626361591986,Nhà mặt tiền,98.0,4.0,3.0,6.0,,,Sổ hồng,99f65630-2ef3-48ad-8f04-9c476193d517,346938775.5102041
"Phường Sơn Kỳ, Quận Tân Phú",24.386827483101698,Nhà mặt tiền,640.0,4.0,3.0,2.0,,,Sổ hồng,ae6bc53f-3cbf-42e9-aa7c-90a12e2f6bb4,60937500.0
"Phường Bình Hưng Hòa B, Quận Bình Tân",21.639556569220566,"Nhà hẻm, ngõ",40.0,4.0,3.0,3.0,,,Sổ hồng,db45dc88-d93a-4568-a5d9-34dc6ad4e77d,62500000.0
"Phường 15, Quận Phú Nhuận",21.59873457471698,"Nhà hẻm, ngõ",42.0,4.0,3.0,1.0,,,Sổ hồng,b83a1001-1c49-4a76-b5ae-ee516410fe09,57142857.14285714
"Phường 9, Quận Phú Nhuận",21.365119723645122,"Nhà hẻm, ngõ",48.0,4.0,3.0,1.0,,,Sổ hồng,d0d82958-f669-460a-84d2-42cef22f3ec7,39583333.333333336
"Phường Tân Quy, Quận 7",23.698795403233902,Nhà mặt tiền,91.0,4.0,3.0,1.0,,,Sổ hồng,97a31211-38fe-4dc9-b5e2-99fe57696d28,215384615.3846154
"Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2",22.428013929366653,Đất thổ cư,92.0,0.0,0.0,1.0,,,Sổ hồng,0b276e66-c7e2-4b54-94f0-4694cf003a8f,59782608.69565217
"Xã Tân Thạnh Đông, Huyện Củ Chi",21.821878125947855,"Đất nông nghiệp, kho bãi",906.5,0.0,0.0,1.0,,,Sổ hồng,85ec4d8b-3fcd-4817-87c9-427af6483921,3309431.880860452
"Phường 21, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",15.0,4.0,3.0,1.0,,,Sổ hồng,110bc8e7-2b51-4094-876c-816cfba15e85,132666666.66666667
"Phường 2, Quận Tân Bình",22.97455763565817,"Nhà hẻm, ngõ",48.7,4.0,3.0,1.0,,,Sổ hồng,545b1e30-a2e6-47f1-8e5c-a62de1a35f93,195071868.58316222
"Phường Tân Thuận Tây, Quận 7",22.920490414393743,"Nhà hẻm, ngõ",62.0,4.0,3.0,5.0,,,Sổ hồng,98bb731a-aa98-4ea0-bc5a-1aabda219096,145161290.32258064
"Phường Cầu Kho, Quận 1",21.976028805727495,"Nhà hẻm, ngõ",12.0,4.0,3.0,2.0,,,Sổ hồng,6a60e037-077a-4fb3-9b1f-67f69d4a655d,291666666.6666667
"Phường 12, Quận Tân Bình",22.53155460828961,"Nhà hẻm, ngõ",52.0,4.0,3.0,4.0,,,Sổ đỏ,a372e9e0-8b0a-49c7-8bd3-639357c546ec,117307692.3076923
"Phường Phú Thuận, Quận 7",22.97455763565817,Nhà mặt tiền,80.0,4.0,3.0,1.0,Nam,,Sổ hồng,a43a7850-0a39-4839-87a7-b79b3133fa64,118750000.0
"Phường Tân Định, Quận 1",23.981362375006356,Nhà mặt tiền,124.0,4.0,3.0,2.0,,,Sổ hồng,9472f3ab-80d1-44ac-8349-72423b3f9bf0,209677419.3548387
"Phường 26, Quận Bình Thạnh",22.909317113796863,"Nhà hẻm, ngõ",65.0,4.0,3.0,5.0,,,Sổ hồng,a966a6de-35f5-460b-967b-3c69aa1fdf55,136923076.92307693
"Phường Tân Quý, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",56.0,4.0,3.0,3.0,,,Sổ hồng,58b35e72-ef21-49a3-a00f-3380c51a9207,98214285.71428572
"Phường 13, Quận Bình Thạnh",21.734866748988527,"Nhà hẻm, ngõ",67.0,4.0,3.0,1.0,,,Sổ hồng,994c1bd1-bef9-4063-9f03-104030125869,41044776.11940298
