Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Xã Tân An Hội, Huyện Củ Chi",21.12873094572124,Đất thổ cư,117.5,0.0,0.0,1.0,unknown,unknown,Giấy tờ hợp lệ,9a65a90c-2227-4b7b-8cca-725a9a2d2dc9,12765957.446808511
"Phường 3, Quận 8",21.590366325049963,"Nhà hẻm, ngõ",37.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,927e81be-bf81-423b-9893-946387979354,64324324.324324325
"Phường Phú Thạnh, Quận Tân Phú",23.585466717933024,Nhà mặt tiền,145.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ebe98e1d-f961-401c-a88e-ac576fde4ba6,120689655.1724138
"Xã Tân Hiệp, Huyện Hóc Môn",22.909317113796863,Đất thổ cư,575.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,9dc4eb25-16a4-482c-bc1d-a826f6bcd08f,15478260.869565217
"Phường 3, Quận 3",22.017993004814784,"Nhà hẻm, ngõ",76.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,e69976f9-055a-47d3-815d-a2355f79ffa3,48026315.78947368
"Phường 13, Quận 3",24.49602677506404,"Nhà hẻm, ngõ",202.0,6.0,6.0,3.0,unknown,unknown,Sổ hồng,51b71540-eefb-4eb8-b390-65d414b11328,215346534.65346536
"Phường 6, Quận Bình Thạnh",22.17018482011803,"Nhà hẻm, ngõ",25.5,2.0,2.0,2.0,unknown,unknown,Sổ hồng,3462d5fc-8820-47ac-ba32-f53d427affcf,166666666.66666666
"Phường An Phú, TP. Thủ Đức - Quận 2",23.585466717933024,Nhà mặt tiền,80.0,5.0,5.0,1.0,Tây,unknown,Sổ hồng,1e11089b-18f7-4768-90f7-cd836c5524ee,218750000.0
"Phường Hiệp Tân, Quận Tân Phú",24.05547034715733,Nhà mặt tiền,150.0,3.0,4.0,1.0,Đông Nam,Đông Nam,Sổ hồng,d61d050f-5c7a-4d79-ad55-922a3a23ca00,186666666.66666666
"Xã Bình Hưng, Huyện Bình Chánh",21.02337043013749,Đất thổ cư,80.0,0.0,0.0,1.0,Tây Bắc,unknown,Sổ hồng,72ef4bd8-dc4f-4d67-b264-4df58bf39775,16875000.0
"Phường 21, Quận Bình Thạnh",23.55647918106145,"Nhà hẻm, ngõ",96.9,12.0,12.0,1.0,Tây Nam,Tây Nam,Sổ đỏ,98662e7a-78f2-4a86-b1f7-4f6776db77d6,175438596.49122807
"Phường 4, Quận 3",24.36085199669911,Nhà mặt tiền,72.0,6.0,6.0,5.0,unknown,unknown,Sổ hồng,84c6e6a2-4a7a-4df2-9ecc-a91b9b1b081c,527777777.7777778
"Phường Tân Kiểng, Quận 7",24.107656100326082,Nhà mặt tiền,108.0,20.0,2.0,1.0,unknown,unknown,Sổ hồng,4861746b-1b90-49e6-9426-7a0eb942dd2c,273148148.1481481
"Phường Tân Định, Quận 1",22.86333200056033,"Nhà hẻm, ngõ",54.0,4.0,2.0,1.0,unknown,unknown,Sổ hồng,0d546a2c-94b2-48c9-a1b7-be7bc3478f76,157407407.4074074
"Phường 3, Quận 11",21.17434145694357,"Nhà hẻm, ngõ",12.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ khác,a83b3953-49fd-4125-aa52-b700d12592fc,130833333.33333333
"Phường 17, Quận Gò Vấp",22.515025306341133,Đất thổ cư,70.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,2848da56-93a0-423c-82ed-1df5472fed68,85714285.71428572
"Phường 4, Quận 11",22.683360621134526,"Nhà hẻm, ngõ",80.0,5.0,4.0,3.0,unknown,unknown,Sổ hồng,b1ae425b-c742-48e3-8911-685e33de9c9f,88750000.0
"Phường 12, Quận Gò Vấp",22.096981416112605,"Nhà hẻm, ngõ",44.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,240847fc-e99d-413f-bac7-a0bf1434b693,89772727.27272727
"Phường 4, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",48.0,4.0,5.0,1.0,unknown,unknown,Sổ hồng,b97c72fc-25c9-4bcd-81ec-5caea9140eb8,45833333.333333336
"Phường 8, Quận Gò Vấp",22.662007496666998,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,3f64867a-3b9b-4336-bd4b-a850da782c51,115833333.33333333
"Phường 4, Quận 3",24.48446595266323,Nhà mặt tiền,152.0,3.0,3.0,3.0,unknown,unknown,Sổ hồng,54098477-f0d6-4871-a623-06ebb54ccccb,282894736.84210527
"Phường Bến Thành, Quận 1",24.29279853345595,Nhà mặt tiền,6.0,3.0,2.0,4.0,unknown,unknown,Sổ hồng,674c2cf7-5991-4e80-9444-54b0069a0b85,5916666666.666667
"Phường Phú Trung, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",65.8,3.0,2.0,1.0,unknown,unknown,Sổ hồng,d7f38930-90ed-4691-8f41-8b422230a88f,83586626.13981764
"Xã Phong Phú, Huyện Bình Chánh",23.61363759489813,Đất thổ cư,2.3,0.0,0.0,1.0,unknown,unknown,Sổ hồng,a45af2d1-e702-4a14-8163-6f65bce16169,7826086956.52174
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",23.102811971169178,Nhà mặt tiền,81.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6ef00bca-ea26-4a04-9dc7-467b13461c3f,133333333.33333333
"Phường 10, Quận Gò Vấp",22.193441682276887,"Nhà hẻm, ngõ",36.0,3.0,2.0,2.0,Đông Nam,Đông Nam,Sổ hồng,d33db93f-3ab1-4b41-a61a-80928059ead2,120833333.33333333
"Phường Tân Thành, Quận Tân Phú",23.355154677155,Nhà mặt tiền,100.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,ad220733-9c83-449d-bacc-377f518c2bb0,139000000.0
"Phường 25, Quận Bình Thạnh",22.428013929366653,"Nhà hẻm, ngõ",40.0,2.0,4.0,4.0,unknown,unknown,Sổ hồng,fca9e6bf-ab11-45a4-a85f-f078823230f0,137500000.0
"Phường 14, Quận 10",22.802707378751247,Nhà mặt tiền,56.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,450043e1-a16b-4cd1-ae19-640804dfb36d,142857142.85714287
"Phường 15, Quận Tân Bình",21.770584831577846,"Nhà hẻm, ngõ",45.5,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,1e19edc5-5344-4686-aeef-8001198fbcae,62637362.63736264
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",22.017993004814784,"Nhà hẻm, ngõ",60.9,4.0,5.0,3.0,unknown,unknown,Sổ hồng,a58ae594-0f33-4d73-bbd0-182818730e9d,59934318.55500821
"Phường An Phú, TP. Thủ Đức - Quận 2",24.48446595266323,Nhà mặt tiền,200.0,3.0,2.0,4.0,Tây Nam,unknown,Sổ hồng,fdd84c26-0e24-43bb-b2c6-3279234fd937,215000000.0
"Phường 13, Quận Bình Thạnh",23.61363759489813,"Nhà hẻm, ngõ",170.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,4701a445-5570-4523-b26b-62b3e166461a,105882352.94117647
"Phường 7, Quận Gò Vấp",23.397414486441907,"Nhà hẻm, ngõ",96.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,16cf8813-1ab1-4dfb-a710-5feb1aab7169,151041666.66666666
"Phường An Phú, TP. Thủ Đức - Quận 2",24.090561666967368,Nhà mặt tiền,150.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,8f5a2fc1-fee4-406a-9c10-3fb5236d2540,193333333.33333334
"Phường 15, Quận 10",22.26013305676073,"Nhà hẻm, ngõ",30.0,5.0,4.0,2.0,unknown,unknown,Sổ hồng,6b92cb18-7236-4cff-b9d9-6e5369cc793c,155000000.0
"Phường Phú Thuận, Quận 7",21.12204195757492,"Nhà hẻm, ngõ",58.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,29d73923-fa9e-4fd4-a8c0-f8d58d6fac5a,25689655.172413792
"Xã Bà Điểm, Huyện Hóc Môn",22.73816885762201,Nhà mặt tiền,125.0,5.0,5.0,3.0,unknown,unknown,Sổ hồng,04b08efb-1fcb-4978-ae99-12b0303aa14e,60000000.0
"Phường Phú Trung, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",60.3,4.0,3.0,2.0,Đông Nam,Đông Nam,Sổ hồng,18fe514e-8624-4486-a950-5a657cb396b0,91210613.5986733
"Phường 10, Quận Gò Vấp",22.4811237546712,"Nhà hẻm, ngõ",36.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,82a636ff-0af9-4a49-87aa-f606eb94e1d8,161111111.1111111
"Phường Hiệp Thành, Quận 12",22.15835036247383,"Nhà hẻm, ngõ",91.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,645dd1c5-554e-4511-a6ce-c186b07144c7,46153846.15384615
"Phường Tân Quý, Quận Tân Phú",22.802707378751247,"Nhà hẻm, ngõ",64.0,4.0,5.0,4.0,Tây,unknown,Sổ hồng,718c89ea-7ce7-49df-9ae8-dd42fa963345,125000000.0
"Phường Phú Trung, Quận Tân Phú",22.33270374958051,"Nhà hẻm, ngõ",57.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,1d43f655-6a56-42ae-8ac4-7ddab7657a69,87719298.24561404
"Xã Phú Xuân, Huyện Nhà Bè",22.942469321110103,"Nhà hẻm, ngõ",157.0,4.0,4.0,2.0,unknown,unknown,Sổ hồng,9754786e-38ee-412d-b844-1ed7c2fa90fb,58598726.11464968
"Phường 13, Quận Tân Bình",22.98502893552437,"Nhà hẻm, ngõ",50.0,5.0,4.0,4.0,unknown,unknown,Sổ hồng,4b4f5804-cfbd-479f-8988-3e98aa634053,192000000.0
"Phường 11, Quận Phú Nhuận",23.32595552246487,"Nhà hẻm, ngõ",90.0,4.0,5.0,4.0,Tây Bắc,Tây Bắc,Sổ hồng,1b819ef1-38bc-4c24-a92f-ca3ab2e7cb25,150000000.0
"Phường 12, Quận Tân Bình",23.942141661854613,"Nhà hẻm, ngõ",162.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,090c8450-5e15-4911-ab19-c3056add0746,154320987.65432099
"Phường Tân Thành, Quận Tân Phú",22.59506801400185,Nhà mặt tiền,40.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,63a715bb-6dcf-4170-9643-3218dec70d34,162500000.0
"Phường Tây Thạnh, Quận Tân Phú",21.333031409110784,"Nhà hẻm, ngõ",25.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,b8ae5a75-5e7d-4978-8608-2d92009c80d2,73600000.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",21.821878125947855,"Nhà hẻm, ngõ",70.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,cd313785-f0a7-402b-a165-f896f0c667fa,42857142.85714286
"Phường 6, Quận 4",22.428013929366653,"Nhà hẻm, ngõ",92.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,96da1b62-0118-428a-9c66-d63f2d3226eb,59782608.69565217
"Phường 6, Quận 5",23.12116110983569,"Nhà hẻm, ngõ",76.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ab08f212-6d6c-46ff-99d6-5e1eff9d7be6,144736842.10526314
"Phường Thới An, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",46.5,4.0,3.0,1.0,unknown,unknown,Sổ hồng,ab2d1b40-09f7-4001-9871-cf48ef68a621,38494623.65591398
"Phường An Khánh, TP. Thủ Đức - Quận 2",23.81430829035018,Nhà mặt tiền,80.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,3b660517-6fca-4e89-ac47-0d379926b372,275000000.0
"Phường An Lạc, Quận Bình Tân",21.74211315750667,Đất thổ cư,47.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,5190b9d8-dab1-4fd3-be3f-65cb27ef9ffe,58936170.212765954
"Phường Phú Thọ Hòa, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",44.0,3.0,3.0,3.0,unknown,unknown,Sổ hồng,decf94f8-7ce0-4e3d-a6fd-9bc694892bec,35227272.72727273
"Phường 14, Quận Tân Bình",22.667746393335193,"Nhà hẻm, ngõ",39.0,4.0,3.0,4.0,unknown,unknown,Sổ hồng,3ffe84cc-c916-40e7-9b7f-538891948582,179230769.23076922
"Phường 4, Quận Tân Bình",23.191365368502776,"Nhà hẻm, ngõ",72.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,065d6fad-4eb8-4968-808a-c381b73812e2,163888888.8888889
"Phường 12, Quận Tân Bình",24.36085199669911,Nhà mặt tiền,170.0,22.0,22.0,7.0,unknown,unknown,Sổ hồng,a8cede31-42ca-4e9e-94dd-5b1cce049a60,223529411.7647059
"Phường An Lạc A, Quận Bình Tân",22.428013929366653,"Nhà hẻm, ngõ",32.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,188b4bfc-91b8-422e-85e2-a4cb59f1a960,171875000.0
"Phường Tân Hưng, Quận 7",24.730599022197065,"Biệt thự, Villa",200.0,5.0,5.0,1.0,Tây Nam,unknown,Sổ hồng,b61e5bf5-20e2-43e7-8291-bd025ccbf025,275000000.0
"Phường 17, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",46.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,73a16e22-7b2a-4de9-8606-5cefa6f453fd,47826086.95652174
"Phường 2, Quận Tân Bình",22.10705706809881,"Nhà hẻm, ngõ",54.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,f6af1c58-2d13-4987-a57b-b6dc5cb487d0,73888888.8888889
"Phường 17, Quận Gò Vấp",23.12116110983569,Nhà mặt tiền,135.0,21.0,23.0,5.0,unknown,unknown,Sổ hồng,b4f7a0a0-475b-490e-891b-0611a948a00d,81481481.48148148
"Phường 3, Quận 3",21.8384074278936,"Nhà hẻm, ngõ",60.0,6.0,6.0,1.0,unknown,unknown,Sổ hồng,cfb2976d-4000-4603-aa65-287c4faba453,50833333.333333336
"Phường Tân Sơn Nhì, Quận Tân Phú",21.944095758633754,"Nhà hẻm, ngõ",72.0,4.0,4.0,2.0,unknown,unknown,Sổ hồng,acc442d9-58b4-4818-8f7e-b3d673a084a9,47083333.333333336
"Phường 1, Quận 5",23.232865099406084,Nhà mặt tiền,36.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,ed5263a1-33df-4b9d-bfb5-12bcb26802ac,341666666.6666667
"Phường An Phú, TP. Thủ Đức - Quận 2",23.901319667336022,Nhà mặt tiền,100.0,7.0,5.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,fbbc91f9-8333-4905-bf3b-4d630f3780b3,240000000.0
"Phường Bình Trị Đông A, Quận Bình Tân",21.88014703405296,"Nhà hẻm, ngõ",26.6,1.0,1.0,2.0,unknown,unknown,Sổ hồng,d35e21b4-e8b9-44b5-9e7b-f2fcf1de4f47,119548872.18045112
"Xã Vĩnh Lộc A, Huyện Bình Chánh",21.052569584808435,"Nhà hẻm, ngõ",84.0,1.0,1.0,1.0,Tây,unknown,Giấy tờ hợp lệ,088583ec-2c31-4ea8-86bf-53e3df81bc7a,16547619.047619049
"Phường Long Bình, TP. Thủ Đức - Quận 9",22.52332410915445,"Nhà hẻm, ngõ",300.0,2.0,2.0,1.0,Đông Nam,Đông Nam,Sổ hồng,9f5b2e09-5069-4ec5-8348-207810abb76f,20166666.666666668
"Phường 7, Quận Phú Nhuận",22.05826690394191,"Nhà hẻm, ngõ",44.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,0263ad87-e6b7-41cc-91b7-902f5d6d5f46,86363636.36363636
"Phường 24, Quận Bình Thạnh",22.909317113796863,"Nhà hẻm, ngõ",55.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,dc0a47d0-10b3-4fc9-8362-1d6fffad85da,161818181.8181818
"Phường 7, Quận Phú Nhuận",22.56381547050263,"Nhà hẻm, ngõ",30.0,3.0,4.0,1.0,unknown,unknown,Sổ đỏ,33e6f0ad-9512-4672-9b49-2c5ae4389ba7,210000000.0
"Phường 2, Quận 5",23.208172486817745,Nhà mặt tiền,40.0,6.0,4.0,5.0,Đông,unknown,Sổ hồng,b32d4b68-8305-44fb-ac89-878dcb536784,300000000.0
"Phường Bình Trị Đông A, Quận Bình Tân",21.354537614320183,"Nhà hẻm, ngõ",35.0,2.0,2.0,1.0,Tây,Tây,Sổ hồng,710ba379-9729-4863-bb96-cd22798d44e5,53714285.71428572
"Phường Tân Kiểng, Quận 7",23.42462704996494,Nhà mặt tiền,68.0,5.0,6.0,4.0,unknown,unknown,Sổ hồng,aa70c224-2293-43a2-9df2-8a6fc6268471,219117647.05882353
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",22.312501042267073,Đất thổ cư,100.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,e950ec49-fc26-4500-9a81-466f45b21898,49000000.0
"Phường Sơn Kỳ, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",38.9,2.0,2.0,1.0,unknown,unknown,Sổ hồng,f3797094-76c5-459c-be29-06f0ea762165,39845758.35475579
"Phường 4, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",35.0,3.0,3.0,3.0,unknown,unknown,Sổ hồng,0d6c21a4-d3dc-4d0e-b9ad-5f2a3213f4d4,44285714.28571428
"Phường 11, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",18.0,3.0,2.0,1.0,unknown,unknown,Sổ đỏ,d6374853-8f4e-4e38-8f01-98d90af5f8e8,110555555.55555555
"Phường Bình Hưng Hòa B, Quận Bình Tân",21.690249683516313,"Nhà hẻm, ngõ",40.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,37bc1807-2545-45ab-a233-2da1f2882f97,65750000.0
"Phường 14, Quận Tân Bình",21.556174960316298,"Nhà hẻm, ngõ",27.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,a8af50b0-be67-42e8-aea5-379353f75905,85185185.18518518
"Phường 2, Quận Tân Bình",22.4811237546712,"Nhà hẻm, ngõ",60.0,5.0,5.0,4.0,unknown,unknown,Sổ hồng,cdeacc90-9325-4935-898e-4187ac1ea0da,96666666.66666667
"Phường Tân Quy, Quận 7",23.55647918106145,Nhà mặt tiền,110.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,b74d99c5-6d42-46e2-9bab-9a3a313c0586,154545454.54545453
"Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức",23.81430829035018,Nhà mặt tiền,344.0,13.0,13.0,1.0,Đông,unknown,Sổ hồng,8c3a8125-faf8-4f7e-a426-9c0d272a1f1c,63953488.37209302
"Phường Thạnh Xuân, Quận 12",22.802707378751247,Đất thổ cư,287.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,3c6eb45e-332e-4ee7-87a4-ac6991e79a17,27874564.459930312
"Phường Tam Bình, TP. Thủ Đức - Quận Thủ Đức",21.716517610327063,Nhà mặt tiền,86.6,1.0,1.0,1.0,unknown,unknown,Sổ hồng,85203311-e457-4241-a293-47684fc8e6d0,31177829.09930716
"Phường 8, Quận Phú Nhuận",23.102811971169178,"Nhà hẻm, ngõ",45.0,4.0,5.0,6.0,unknown,unknown,Sổ hồng,510a91c0-14d1-4591-8f6d-07376a442e26,240000000.0
"Phường 10, Quận Gò Vấp",21.787976574283668,"Nhà hẻm, ngõ",48.6,4.0,4.0,2.0,unknown,unknown,Sổ hồng,52ec3d82-63fb-46af-8a4b-48f03211efc4,59670781.89300411
"Phường 16, Quận Gò Vấp",22.463732011962353,"Nhà hẻm, ngõ",59.0,3.0,3.0,3.0,Đông,unknown,Sổ hồng,eb4f94de-13c4-411d-bd80-3272d814c217,96610169.49152543
"Phường Tân Sơn Nhì, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",52.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,26f08f30-9900-46bb-b135-25923dd8f444,29807692.307692308
"Phường Tân Quy, Quận 7",24.971761079010054,Nhà mặt tiền,252.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,4d21f1c7-a88c-423e-9a28-0c4c75c149b7,277777777.7777778
"Phường Bình Trị Đông A, Quận Bình Tân",22.15357708372231,"Nhà hẻm, ngõ",50.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,01c72343-501a-4372-a4f7-e7b4d5db914b,83599999.99999999
"Phường Phú Thuận, Quận 7",22.625373363492585,Nhà mặt tiền,56.0,2.0,2.0,2.0,Bắc,unknown,Sổ hồng,9ce8bc55-8f3e-4ee1-909f-ef3608690b4a,119642857.14285715
"Phường 1, Quận 11",22.547815129158746,"Nhà hẻm, ngõ",61.3,3.0,2.0,1.0,unknown,unknown,Sổ đỏ,3a02b766-656a-41b5-bbdc-5bcb48786bef,101141924.95921697
"Phường 12, Quận 10",23.641036569084743,Nhà mặt tiền,72.0,5.0,4.0,4.0,Đông Bắc,Đông Bắc,Sổ hồng,cbb19365-db39-478a-ab2e-9e44ff34ffaf,256944444.44444445
"Phường 1, Quận 10",24.249626361591986,Nhà mặt tiền,98.0,21.0,21.0,6.0,unknown,unknown,Sổ hồng,e44eca62-e059-4935-a4bb-1aaa9ba14576,346938775.5102041
"Phường Sơn Kỳ, Quận Tân Phú",24.386827483101698,Nhà mặt tiền,640.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,0e34aa63-8a24-4e24-9dbb-73f6edae694f,60937500.0
"Phường Bình Hưng Hòa B, Quận Bình Tân",21.639556569220566,"Nhà hẻm, ngõ",40.0,4.0,3.0,3.0,unknown,unknown,Sổ hồng,d61b620c-be06-445f-87ec-63169b154ecf,62500000.0
"Phường 15, Quận Phú Nhuận",21.59873457471698,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a4cd77c2-d49a-44eb-a897-5b44ae2d3880,57142857.14285714
"Phường 9, Quận Phú Nhuận",21.365119723645122,"Nhà hẻm, ngõ",48.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,809011ab-76fa-4633-9aef-fd9c7451fbfd,39583333.333333336
"Phường Tân Quy, Quận 7",23.698795403233902,Nhà mặt tiền,91.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9f78ef89-dd3c-42f4-886a-42c1d15d90ff,215384615.3846154
"Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2",22.428013929366653,Đất thổ cư,92.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d92e1f11-9abc-4673-8f0c-4bd872d32816,59782608.69565217
"Xã Tân Thạnh Đông, Huyện Củ Chi",21.821878125947855,"Đất nông nghiệp, kho bãi",906.5,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d127b24c-ac44-4d3e-9c75-01aa99caa998,3309431.880860452
"Phường 21, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,bbe2e9e6-494f-4e25-8942-060c72517522,132666666.66666667
"Phường 2, Quận Tân Bình",22.97455763565817,"Nhà hẻm, ngõ",48.7,3.0,2.0,1.0,unknown,unknown,Sổ hồng,807ff95f-83b6-4897-8173-c68a7f04a79b,195071868.58316222
"Phường Tân Thuận Tây, Quận 7",22.920490414393743,"Nhà hẻm, ngõ",62.0,8.0,8.0,5.0,unknown,unknown,Sổ hồng,504277e1-3f5c-41ff-a51b-f1729cea7037,145161290.32258064
"Phường Cầu Kho, Quận 1",21.976028805727495,"Nhà hẻm, ngõ",12.0,2.0,3.0,2.0,unknown,unknown,Sổ hồng,f0a4e303-5791-4f8b-8e88-f6b3b48e462d,291666666.6666667
"Phường 12, Quận Tân Bình",22.53155460828961,"Nhà hẻm, ngõ",52.0,4.0,4.0,4.0,unknown,unknown,Sổ đỏ,6af2f19a-2385-4352-8aaa-ffc2a3fd5e45,117307692.3076923
"Phường Phú Thuận, Quận 7",22.97455763565817,Nhà mặt tiền,80.0,3.0,2.0,1.0,Nam,unknown,Sổ hồng,b48d2c17-0849-4a4d-a5ca-bea8a59a9b39,118750000.0
"Phường Tân Định, Quận 1",23.981362375006356,Nhà mặt tiền,124.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,23fac211-d033-415a-b5e0-8c56a1b1e9b5,209677419.3548387
"Phường 26, Quận Bình Thạnh",22.909317113796863,"Nhà hẻm, ngõ",65.0,6.0,6.0,5.0,unknown,unknown,Sổ hồng,5b9ed42e-8e08-455c-a798-31ee4b3ff193,136923076.92307693
"Phường Tân Quý, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",56.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,d8d92684-5076-4c9f-9f0c-114b6532d416,98214285.71428572
"Phường 13, Quận Bình Thạnh",21.734866748988527,"Nhà hẻm, ngõ",67.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,201ffd24-dddb-4233-9b47-08b73b79bc0f,41044776.11940298
"Phường 24, Quận Bình Thạnh",23.015800594187965,"Nhà hẻm, ngõ",140.0,5.0,6.0,3.0,unknown,unknown,Sổ hồng,825ee8ba-3076-4c02-9c16-3ba08614516f,70714285.71428572
"Phường 13, Quận Phú Nhuận",22.610335486130307,"Nhà hẻm, ngõ",36.0,2.0,3.0,4.0,unknown,unknown,Sổ hồng,4db6e53b-ed46-465f-8917-bf2ca87eeaae,183333333.33333334
"Phường 12, Quận Bình Thạnh",22.97455763565817,"Nhà hẻm, ngõ",75.0,5.0,5.0,3.0,unknown,unknown,Sổ hồng,915fd81d-8ac0-4b91-94c5-2ad8f8800c8f,126666666.66666667
"Phường Tân Chánh Hiệp, Quận 12",21.690249683516313,"Nhà hẻm, ngõ",39.0,4.0,4.0,3.0,Tây,Tây,Sổ hồng,8a8fdd1c-3806-4e4b-a210-1adaefdabf21,67435897.43589744
"Phường Bình Hưng Hòa, Quận Bình Tân",21.406362682157905,"Nhà hẻm, ngõ",32.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,0b6b7a83-6dcf-4c01-968b-96f82cdd7dbf,61875000.0
"Phường 12, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",42.0,3.0,3.0,1.0,Đông Nam,unknown,Sổ hồng,f3fcd0a8-7711-40a2-b672-74772f214123,175000000.0
"Phường 13, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",45.0,3.0,3.0,2.0,unknown,unknown,Sổ hồng,3702db0a-d39c-4548-a08a-5f36c65d1804,34444444.44444445
"Phường 10, Quận Tân Bình",24.41214529108535,Nhà mặt tiền,92.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,6961b593-2b27-466e-a8e4-3e68ec9b3097,434782608.6956522
"Phường 16, Quận Gò Vấp",22.096981416112605,"Nhà hẻm, ngõ",24.0,2.0,2.0,2.0,Tây,Tây,Sổ hồng,10da908b-8e6c-49dc-8a81-bc8a735f2e0c,164583333.33333334
"Phường 3, Quận Gò Vấp",22.26228128529856,"Nhà hẻm, ngõ",54.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,b718b5c3-c2a3-4e70-9bd8-f56c274f263c,86296296.2962963
"Phường 11, Quận 6",24.1244632186419,Nhà mặt tiền,232.3,4.0,3.0,1.0,Đông Nam,unknown,Sổ hồng,0eb07f3c-5508-40c6-9ef0-9cce0e4a09c9,129143349.11752044
"Phường 6, Quận Bình Thạnh",22.66917598614458,"Nhà hẻm, ngõ",50.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,42ffed93-23ee-4332-b399-9d2c5f78d431,140000000.0
